Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,EV Total Port Count (Beta),EV CHAdeMO Port Count (Beta),EV J1772 Port Count (Beta),EV CCS Port Count (Beta),EV NEMA 14-50 Port Count (Beta),EV NEMA 515 Port Count (Beta),EV NEMA 520 Port Count (Beta),EV Tesla Port Count (Beta),EV CCS 150+ kW Port Count (Beta)
ELEC,"Safeway 0985 - San Francisco, CA",2350 Noriega St.,,San Francisco,CA,94122,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.75397,-122.48867,2023-10-20,165184,2023-10-20 01:07:43 UTC,,,,2020-08-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 3847 - Mesquite, NV",1120 W Pioneer Blvd,,Mesquite,NV,89027,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.80689,-114.10714,2023-10-20,165281,2023-10-20 01:07:12 UTC,,,,2020-08-16,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Lenox Square (Atlanta, GA)",3393 Peachtree Rd NE,,Atlanta,GA,30326,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.84471,-84.36042,2023-10-20,165341,2023-10-20 01:07:03 UTC,,,,2020-08-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"WAWA Store 840 - New Castle, DE",4000 N. DuPont Hwy,,New Castle,DE,19720,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,39.70932,-75.56265,2023-10-20,165405,2023-10-20 01:06:41 UTC,,,,2020-08-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,6
ELEC,"Target T1822 (Clifton, NJ)",30 KINGSLAND RD,,Clifton,NJ,7014,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,40.82427,-74.13632,2023-10-20,165410,2023-10-20 01:07:19 UTC,,,,2020-08-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,6
ELEC,Walmart 2253 El Cajon,13487 Camino Canada,,El Cajon,CA,92021,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,32.82299,-116.90067,2023-10-20,165515,2023-10-20 01:07:21 UTC,,,,2020-08-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,5
ELEC,"Sheetz 622 (Sterling, VA)",45550 Dulles Plz,,Sterling,VA,20166,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.97793,-77.42589,2023-10-20,165516,2023-10-20 01:06:30 UTC,,,,2020-08-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Old Lee Hwy (Fairfax, VA)",3251 Old Lee Hwy,,Fairfax,VA,22030,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.86169,-77.27574,2023-10-20,165517,2023-10-20 01:07:08 UTC,,,,2020-08-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Panoche Shell,46331 W Panoche Road,,Firebaugh,CA,93622,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,36.63769,-120.6256,2023-10-20,165642,2023-10-20 01:06:35 UTC,,,,2020-08-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,6
ELEC,"Ultra Gas and Mart (Baker, CA)",71808 Baker Blvd,,Baker,CA,92309,,833-632-2778,E,,Public,24 hours daily,,,,,,,12,,Electrify America,https://www.electrifyamerica.com/,GPS,35.26226,-116.0811,2023-10-20,165658,2023-10-20 01:07:12 UTC,,,,2020-08-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,12,1,0,12,0,0,0,0,12
ELEC,"Walmart 3402 (Stockbridge, GA)",1400 Hudson Bridge Rd,,Stockbridge,GA,30281,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.5059,-84.23486,2023-10-20,165659,2023-10-20 01:06:19 UTC,,,,2020-08-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Walmart 2586 Cheektowaga,2500 Walden Ave,,Cheektowaga,NY,14225,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,42.9096,-78.7447,2023-10-20,166207,2023-10-20 01:07:14 UTC,,,,2020-09-04,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Waterloo Premium Outlets,655 New York 318,,Waterloo,NY,13165,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,42.95593,-76.92097,2023-10-20,166226,2023-10-20 01:06:13 UTC,,,,2020-09-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Meijer Bloomingdale (Bloomingdale, IL)",130 S Gary Ave,,Bloomingdale,IL,60108,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.95389,-88.12231,2023-10-20,166802,2023-10-20 01:07:23 UTC,,,,2020-09-11,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 2001 - Fresno, CA",5125 East Kings Canyon Road,,Fresno,CA,93727,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.73682,-119.7212,2023-10-20,166830,2023-10-20 01:06:29 UTC,,,,2020-09-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Sheetz 504 (Rocky Mount, NC)",157 N Old Carriage Road,,Rocky Mount,NC,27804,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.97208,-77.89565,2023-10-20,166835,2023-10-20 01:06:22 UTC,,,,2020-09-13,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 2295 - Richmond, VA",7901 Brook Road,,Richmond,VA,23227,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,37.63222,-77.45814,2023-10-20,166857,2023-10-20 01:07:22 UTC,,,,2020-09-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,8,1,0,8,0,0,0,0,4
ELEC,Brea Mall,1065 Brea Mall Drive,,Brea,CA,92821,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,33.91472,-117.88354,2023-10-20,166907,2023-10-20 01:07:41 UTC,,,,2020-09-17,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 661 (Athens, AL)",1011 US Hwy 72 E,,Athens,AL,35611,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.78737,-86.95852,2023-10-20,166908,2023-10-20 01:06:12 UTC,,,,2020-09-17,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Simon Arundel Mills (Hanover, MD)",7000 ARUNDEL MILLS CIRCLE,,Hanover,MD,21076,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,39.15882,-76.72288,2023-10-20,166909,2023-10-20 01:06:43 UTC,,,,2020-09-17,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,5
ELEC,"Walmart 6998 (East Point, GA)",844 CLEVELAND AVENUE,,East Point,GA,30344,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,33.67975,-84.41572,2023-10-20,166910,2023-10-20 01:07:09 UTC,,,,2020-09-17,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,8,1,0,8,0,0,0,0,8
ELEC,Auburn Mall,385 Southbridge Street,,Auburn,MA,1501,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,42.20219,-71.83804,2023-10-20,166960,2023-10-20 01:07:25 UTC,,,,2020-09-19,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,8,1,0,8,0,0,0,0,5
ELEC,"Sheetz 491 - Zion Crossroads, VA",135 Market Street,,Zion Crossroads,VA,22942,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,37.97958,-78.21062,2023-10-20,167049,2023-10-20 01:07:26 UTC,,,,2020-09-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 1155 (Lumberton, NC)",5070 Fayetteville Road,,Lumberton,NC,28358,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.66506,-79.00666,2023-10-20,167147,2023-10-20 01:06:26 UTC,,,,2020-09-26,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,The Florida Mall,8001 S. Orange Blossom Trail,,Orlando,FL,32809,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,28.44832,-81.39505,2023-10-20,167164,2023-10-20 01:07:08 UTC,,,,2020-09-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,5
ELEC,"Sam's Club 6452 (Asheville, NC)",645 Patton Ave.,,Asheville,NC,28806,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.59119,-82.5816,2023-10-20,167166,2023-10-20 01:07:02 UTC,,,,2020-09-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Walmart 630 Florence,230 N Beltline Drive,,Florence,SC,29501,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.19281,-79.82282,2023-10-20,167167,2023-10-20 01:06:26 UTC,,,,2020-09-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Sheetz 352 - Bedford, PA",4354 Business 220,,Bedford,PA,15522,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.05353,-78.51045,2023-10-20,167187,2023-10-20 01:07:13 UTC,,,,2020-09-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Carolina Premium Outlets,1025 Outlet Center Drive,,Smithfield,NC,27577,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,35.50811,-78.31505,2023-10-20,167212,2023-10-20 01:06:37 UTC,,,,2020-10-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 1762 - Seabrook, NH",700 Lafayette Rd,,Seabrook,NH,3874,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,42.8937,-70.86584,2023-10-20,167235,2023-10-20 01:07:22 UTC,,,,2020-10-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,The Avenues Simon JAX,"10300 Southside Blvd, Jacksonville, FL 32256",,Jacksonville,FL,32256,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,30.18337,-81.55227,2023-10-20,167236,2023-10-20 01:06:43 UTC,,,,2020-10-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Walmart 3078 - East Brunswick NJ,290 NJ-18,,East Brunswick,NJ,8816,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,40.45732,-74.39923,2023-10-20,167237,2023-10-20 01:07:25 UTC,,,,2020-10-02,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,10,1,0,10,0,0,0,0,10
ELEC,"Walmart 5320 - Greensboro, NC",121 W. Elmsley Street,,Greensboro,NC,27406,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,36.00315,-79.79819,2023-10-20,167269,2023-10-20 01:07:37 UTC,,,,2020-10-03,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,8,1,0,8,0,0,0,0,8
ELEC,"Walmart 1212 (Saraland, AL)",1095 Industrial Pkwy,,Saraland,AL,36571,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,30.80069,-88.09711,2023-10-20,167355,2023-10-20 01:06:16 UTC,,,,2020-10-06,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Simon Mall of Georgia (Buford, GA)",3333 Buford Dr,,Buford,GA,30519,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.06342,-83.98365,2023-10-20,167475,2023-10-20 01:07:15 UTC,,,,2020-10-10,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 2438 - Stafford, VA",217 Garrisonville Rd,,Stafford,VA,23602,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,38.47234,-77.41656,2023-10-20,167503,2023-10-20 01:07:30 UTC,,,,2020-10-13,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,10,1,0,10,0,0,0,0,9
ELEC,Foods Co 387,2443-H DELA ROSA SR ST,,Soledad,CA,93960,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.41501,-121.32015,2023-10-20,167524,2023-10-20 01:06:50 UTC,,,,2020-10-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"BOA Redlands Main CA6-130 (Redlands, CA)",305 E STATE ST,,Redlands,CA,92373,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,34.05713,-117.17875,2023-10-20,167525,2023-10-20 01:06:44 UTC,,,,2020-10-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 2009 - Abingdon, MD",401 Constant Friendship Blvd.,,Abingdon,MD,21009,,833-632-2778,E,,Public,24 hours daily,,,,,,,8,,Electrify America,https://www.electrifyamerica.com/,GPS,39.4634,-76.31509,2023-10-20,167597,2023-10-20 01:07:13 UTC,,,,2020-10-17,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,8,1,0,8,0,0,0,0,8
ELEC,"Walmart 2540 - Clarion, PA",63 Perkins Rd.,,Clarion,PA,16214,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.18947,-79.39453,2023-10-20,167623,2023-10-20 01:06:24 UTC,,,,2020-10-20,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 5969 - Chantilly, VA",4368 Chantilly Shopping Center Chantilly,,Chantilly,VA,20151,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.88847,-77.44386,2023-10-20,167679,2023-10-20 01:06:37 UTC,,,,2020-10-22,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 3301 - Providence, RI",51 Silver Spring Street,,Providence,RI,2904,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.84517,-71.41775,2023-10-20,167864,2023-10-20 01:06:18 UTC,,,,2020-10-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Sheetz 197 - Stephens City, VA",747 Fairfax Street,,Stephens City,VA,22655,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,39.08216,-78.21719,2023-10-20,167891,2023-10-20 01:06:30 UTC,,,,2020-10-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 1344 - Staunton, VA",1028 Richmond Ave C,,Staunton,VA,24401,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.13504,-79.04716,2023-10-20,167892,2023-10-20 01:06:33 UTC,,,,2020-10-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 1737 (Villa Park, IL)",900 South Route 83,,Villa Park,IL,60181,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,41.87287,-87.96243,2023-10-20,167894,2023-10-20 01:07:25 UTC,,,,2020-10-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"BOA Sonoma CA3-109 (Sonoma, CA)",35 W Napa St,,Sonoma,CA,95476,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.29122,-122.4587,2023-10-20,167895,2023-10-20 01:06:53 UTC,,,,2020-10-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Florida Power & Light - EVolution - West Palm Beach Turnpike Service Plaza,94 Florida's Turnpike,,Lake Worth,FL,33467,,,E,,Public,24 hours daily,,,,,,,4,,FPLEV,https://www.fpl.com/energy-my-way/evolution.html,GPS,26.63446482362747,-80.17505562855834,2023-01-10,167950,2023-02-14 15:54:11 UTC,T,,,2020-09-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,UTILITY,,,,,,,$0.30 per kWh,,,,,,,,,,false,,,,,,,,LD,false,4,4,0,4,0,0,0,0,4
ELEC,Florida Power & Light - EVolution - Fort Pierce Turnpike Service Plaza,144 Florida's Turnpike,,Port St. Lucie,FL,34984,,772-924-2110,E,,Public,24 hours daily,,,,,,,6,,FPLEV,https://www.fpl.com/energy-my-way/evolution.html,GPS,27.3029544,-80.3730905,2023-01-10,167984,2023-02-14 15:54:11 UTC,T,,,2020-09-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,GAS_STATION,,,,,,,$0.30 per kWh,,,,,,,,,,false,,,,,,,,LD,false,6,6,0,6,0,0,0,0,6
ELEC,"Sheetz 407 (Wytheville, VA)",1340 North Fourth Street,,Wytheville,VA,24382,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.95963,-81.09526,2023-10-20,168007,2023-10-20 01:06:50 UTC,,,,2020-10-29,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Walmart 2860 Pooler,160 Pooler Parkway,,Pooler,GA,31322,,833-632-2778,E,,Public,24 hours daily,,,,,,,6,,Electrify America,https://www.electrifyamerica.com/,GPS,32.14257,-81.24328,2023-10-20,168080,2023-10-20 01:06:36 UTC,,,,2020-10-31,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,6,1,0,6,0,0,0,0,5
ELEC,"Fred Meyer 667 (Bellingham, WA)",1225 W Bakerview Rd,,Bellingham,WA,98226,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,48.78928,-122.5123,2023-10-20,168088,2023-10-20 01:07:37 UTC,,,,2020-11-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"SHEETZ 647- Hillsborough, NC",1990 NC 86 S,,Hillsborough,NC,27278,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,36.05707,-79.08008,2023-10-20,168151,2023-10-20 01:06:43 UTC,,,,2020-11-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,"Walmart 2368 - East Stroudsburg, PA",355 Lincoln Ave.,,East Stroudsburg,PA,18301,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,40.99116,-75.18282,2023-10-20,168152,2023-10-20 01:06:33 UTC,,,,2020-11-05,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
ELEC,Walmart 2946 - Fort Lauderdale,2500 W Broward Blvd,,Fort Lauderdale,FL,33312,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,26.12003,-80.17423,2023-10-20,168208,2023-10-20 01:07:24 UTC,,,,2020-11-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,10,1,0,10,0,0,0,0,10
ELEC,"Walmart 2134 - Charlotte, NC",7735 North Tryon Street,,Charlotte,NC,28262,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,35.29555,-80.75655,2023-10-20,168271,2023-10-20 01:07:41 UTC,,,,2020-11-11,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,10,1,0,10,0,0,0,0,7
ELEC,"Walmart 5228 - Columbia, MD",6405 Dobbin Road,,Columbia,MD,21045,,833-632-2778,E,,Public,24 hours daily,,,,,,,10,,Electrify America,https://www.electrifyamerica.com/,GPS,39.19639,-76.81819,2023-10-20,168337,2023-10-20 01:07:05 UTC,,,,2020-11-12,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,10,1,0,10,0,0,0,0,10
ELEC,"Walmart 2278 - Erie, PA",1825 Downs Drive,,Erie,PA,16509,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,42.0523,-80.08185,2023-10-20,168487,2023-10-20 01:06:21 UTC,,,,2020-11-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,4,1,0,4,0,0,0,0,4
